#datumDate,datumId,datumValue
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/15Y/6M/0/0/0.09,0.0110716000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/15Y/6M/0/0/0.1,0.0118939600
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/1Y/6M/0/0/-0.01,0.0037065600
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/1Y/6M/0/0/0,0.0026670600
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/1Y/6M/0/0/0.01,0.0051440400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/1Y/6M/0/0/0.02,0.0076289400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/1Y/6M/0/0/0.03,0.0099376200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/1Y/6M/0/0/0.04,0.0120374100
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/1Y/6M/0/0/0.05,0.0140471100
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/1Y/6M/0/0/0.06,0.0160053300
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/1Y/6M/0/0/0.07,0.0179199900
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/1Y/6M/0/0/0.08,0.0197990100
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/1Y/6M/0/0/0.09,0.0216473400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/1Y/6M/0/0/0.1,0.0234689400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/20Y/6M/0/0/-0.01,0.0055211200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/20Y/6M/0/0/0,0.0059884000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/20Y/6M/0/0/0.01,0.0062198400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/20Y/6M/0/0/0.02,0.0066088000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/20Y/6M/0/0/0.03,0.0069731200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/20Y/6M/0/0/0.04,0.0073198400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/20Y/6M/0/0/0.05,0.0076568800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/20Y/6M/0/0/0.06,0.0082244800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/20Y/6M/0/0/0.07,0.0087375200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/20Y/6M/0/0/0.08,0.0094265600
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/20Y/6M/0/0/0.09,0.0101367200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/20Y/6M/0/0/0.1,0.0108618400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/2Y/6M/0/0/-0.01,0.0037416400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/2Y/6M/0/0/0,0.0032761400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/2Y/6M/0/0/0.01,0.0054243000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/2Y/6M/0/0/0.02,0.0075910800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/2Y/6M/0/0/0.03,0.0095804800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/2Y/6M/0/0/0.04,0.0113689800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/2Y/6M/0/0/0.05,0.0130722200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/2Y/6M/0/0/0.06,0.0147205800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/2Y/6M/0/0/0.07,0.0163258200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/2Y/6M/0/0/0.08,0.0178938200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/2Y/6M/0/0/0.09,0.0194294800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/2Y/6M/0/0/0.1,0.0209367200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/3Y/6M/0/0/-0.01,0.0042786700
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/3Y/6M/0/0/0,0.0034435000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/3Y/6M/0/0/0.01,0.0053670100
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/3Y/6M/0/0/0.02,0.0071818800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/3Y/6M/0/0/0.03,0.0089346700
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/3Y/6M/0/0/0.04,0.0106030700
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/3Y/6M/0/0/0.05,0.0121618600
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/3Y/6M/0/0/0.06,0.0136886400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/3Y/6M/0/0/0.07,0.0152183300
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/3Y/6M/0/0/0.08,0.0166859400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/3Y/6M/0/0/0.09,0.0181031100
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/3Y/6M/0/0/0.1,0.0194746900
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/4Y/6M/0/0/-0.01,0.0046838400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/4Y/6M/0/0/0,0.0040512000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/4Y/6M/0/0/0.01,0.0057955200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/4Y/6M/0/0/0.02,0.0073766400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/4Y/6M/0/0/0.03,0.0089289600
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/4Y/6M/0/0/0.04,0.0104112000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/4Y/6M/0/0/0.05,0.0118099200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/4Y/6M/0/0/0.06,0.0132009600
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/4Y/6M/0/0/0.07,0.0146438400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/4Y/6M/0/0/0.08,0.0160262400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/4Y/6M/0/0/0.09,0.0173356800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/4Y/6M/0/0/0.1,0.0185971200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/5Y/6M/0/0/-0.01,0.0050549500
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/5Y/6M/0/0/0,0.0045733000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/5Y/6M/0/0/0.01,0.0060895000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/5Y/6M/0/0/0.02,0.0074423000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/5Y/6M/0/0/0.03,0.0088046000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/5Y/6M/0/0/0.04,0.0101222500
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/5Y/6M/0/0/0.05,0.0113800500
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/5Y/6M/0/0/0.06,0.0126359500
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/5Y/6M/0/0/0.07,0.0140239000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/5Y/6M/0/0/0.08,0.0153767000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/5Y/6M/0/0/0.09,0.0166117000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/5Y/6M/0/0/0.1,0.0178115500
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/6Y/6M/0/0/-0.01,0.0053392000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/6Y/6M/0/0/0,0.0050036200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/6Y/6M/0/0/0.01,0.0062857800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/6Y/6M/0/0/0.02,0.0074589000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/6Y/6M/0/0/0.03,0.0086480000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/6Y/6M/0/0/0.04,0.0098201800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/6Y/6M/0/0/0.05,0.0109547600
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/6Y/6M/0/0/0.06,0.0120808800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/6Y/6M/0/0/0.07,0.0134053400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/6Y/6M/0/0/0.08,0.0147354400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/6Y/6M/0/0/0.09,0.0159142000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/6Y/6M/0/0/0.1,0.0170675800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/7Y/6M/0/0/-0.01,0.0055679100
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/7Y/6M/0/0/0,0.0053372700
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/7Y/6M/0/0/0.01,0.0063686400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/7Y/6M/0/0/0.02,0.0073907100
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/7Y/6M/0/0/0.03,0.0084313800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/7Y/6M/0/0/0.04,0.0094841400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/7Y/6M/0/0/0.05,0.0105369000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/7Y/6M/0/0/0.06,0.0115859400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/7Y/6M/0/0/0.07,0.0128200500
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/7Y/6M/0/0/0.08,0.0141062400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/7Y/6M/0/0/0.09,0.0152678100
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/7Y/6M/0/0/0.1,0.0163921800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/8Y/6M/0/0/-0.01,0.0057417200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/8Y/6M/0/0/0,0.0056046400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/8Y/6M/0/0/0.01,0.0064050400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/8Y/6M/0/0/0.02,0.0073038800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/8Y/6M/0/0/0.03,0.0082137600
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/8Y/6M/0/0/0.04,0.0091549200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/8Y/6M/0/0/0.05,0.0101246000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/8Y/6M/0/0/0.06,0.0111191200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/8Y/6M/0/0/0.07,0.0122553200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/8Y/6M/0/0/0.08,0.0134844400
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/8Y/6M/0/0/0.09,0.0146243200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/8Y/6M/0/0/0.1,0.0157172800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/-0.01,0.0058385600
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0,0.0057876000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0.01,0.0064045800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0.02,0.0071944600
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0.03,0.0079825200
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0.04,0.0088060700
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0.05,0.0096742100
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0.06,0.0106087800
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0.07,0.0116416300
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0.08,0.0127946000
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0.09,0.0138856900
2016-02-05,CAPFLOOR/RATE_NVOL/EUR/9Y/6M/0/0/0.1,0.0149303700
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.005,0.0072045000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.015,0.0081315000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.02,0.0084366000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.025,0.0086256000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.03,0.0087651000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.035,0.0088281000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.04,0.0087957000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.045,0.0090684000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.05,0.0095382000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.055,0.0100710000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.06,0.0104949000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.065,0.0107163000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.07,0.0109251000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.075,0.0111357000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.08,0.0113508000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.085,0.0116460000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.09,0.0118917000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.095,0.0116154000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/10Y/3M/0/0/0.1,0.0112563000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.005,0.0069793800
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.015,0.0077812700
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.02,0.0080206800
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.025,0.0080998900
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.03,0.0081586300
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.035,0.0081915600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.04,0.0081185800
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.045,0.0082494100
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.05,0.0086819500
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.055,0.0090824500
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.06,0.0093396600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.065,0.0095114300
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.07,0.0096823100
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.075,0.0098576400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.08,0.0100374200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.085,0.0102955200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.09,0.0105945600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.095,0.0105206900
2016-02-05,CAPFLOOR/RATE_NVOL/USD/15Y/3M/0/0/0.1,0.0101753700
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.005,0.0036630000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.015,0.0050490000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.02,0.0060320700
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.025,0.0069032700
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.03,0.0076071600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.035,0.0084318300
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.04,0.0092367000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.045,0.0100544400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.05,0.0108365400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.055,0.0115582500
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.06,0.0122601600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.065,0.0129422700
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.07,0.0136085400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.075,0.0142589700
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.08,0.0148955400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.085,0.0155192400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.09,0.0161310600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.095,0.0167319900
2016-02-05,CAPFLOOR/RATE_NVOL/USD/1Y/3M/0/0/0.1,0.0173220300
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.005,0.0065516000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.015,0.0072714400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.02,0.0074835200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.025,0.0075020000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.03,0.0075187200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.035,0.0075310400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.04,0.0074412800
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.045,0.0074263200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.05,0.0077545600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.055,0.0080564000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.06,0.0082473600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.065,0.0083881600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.07,0.0085307200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.075,0.0086794400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.08,0.0088325600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.085,0.0090437600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.09,0.0092936800
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.095,0.0092813600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/20Y/3M/0/0/0.1,0.0090569600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.005,0.0045168200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.015,0.0058496200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.02,0.0066787000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.025,0.0074636800
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.03,0.0080046400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.035,0.0086984800
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.04,0.0093952600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.045,0.0101841600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.05,0.0109907000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.055,0.0116659200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.06,0.0123127200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.065,0.0129477600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.07,0.0135700600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.075,0.0141825600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.08,0.0147852600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.085,0.0153017200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.09,0.0157917200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.095,0.0163503200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/2Y/3M/0/0/0.1,0.0169128400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.005,0.0051759200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.015,0.0067356800
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.02,0.0075854000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.025,0.0083594600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.03,0.0089055700
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.035,0.0094933900
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.04,0.0101287400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.045,0.0108795200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.05,0.0117117800
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.055,0.0123946600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.06,0.0129776300
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.065,0.0135479900
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.07,0.0141067100
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.075,0.0146537900
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.08,0.0151921400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.085,0.0156005100
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.09,0.0159177000
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.095,0.0163415900
2016-02-05,CAPFLOOR/RATE_NVOL/USD/3Y/3M/0/0/0.1,0.0168314400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/4Y/3M/0/0/0.005,0.0058675200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/4Y/3M/0/0/0.015,0.0073862400
2016-02-05,CAPFLOOR/RATE_NVOL/USD/4Y/3M/0/0/0.02,0.0081475200
2016-02-05,CAPFLOOR/RATE_NVOL/USD/4Y/3M/0/0/0.025,0.0088185600
2016-02-05,CAPFLOOR/RATE_NVOL/USD/4Y/3M/0/0/0.03,0.0093072000
